Title,ShortTitle,CallNumber,CatalogedGenre,Facsimile,TPDate,DateCert,CatalogedDate,MapDate,TPCity,LocationFromImprint,CatalogedCity,RegularizedStreetAddress,GeoCodeAddress,GeoLat,GeoLong,LicenseStatement,Registration,Author,Printer,Bookseller,Publisher,Contributor,Compiler,Reprint,Edition,Archive,Link
The harvest home.,The harvest home.,714885512,,Y,,specified,1796,1796-01-01,London,"No. 17, Queen-Street, Cheapside, and No.4 Aldermary Church-Yard; Piccadilly, London",London,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,,J. Marshall,J. Marshall; R. White,,Cheap Repository for Religious and Moral Tracts,,,,McGill University Special Collections via HathiTrust,https://catalog.hathitrust.org/Record/100183307
"The history of Charles Jones, the footman / written by himself.",The history of Charles Jones,720013674,,Y,,specified,1796,1796-01-01,London,"No. 17, Queen-Street, Cheapside, and No.4 Aldermary Church-Yard; Piccadilly",London,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,"Jones, Charles, footman.",J. Marshall,J. Marshall; R. White; S. Hazard,,Cheap Repository for Religious and Moral Tracts,,,,McGill University Special Collections via HathiTrust,https://catalog.hathitrust.org/Record/100183318
"The sorrows of Yamba ; or, The Negro woman's lamentation.",The sorrows of Yamba,714894882,,Y,,specified,1795,1795-01-01,London; Bath,"No. 17, Queen-Street, Cheapside, and No. 4, Aldermary Church-Yard; Piccadilly; Bath",London; Bath,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,,J. Marshall; S. Hazard,J. Marshall; R. White; S. Hazard,,Cheap Repository for Religious and Moral Tracts,,,,McGill University Special Collections via HathiTrust,https://catalog.hathitrust.org/Record/100183309
"The troubles of life, or, The guinea and the shilling.",The troubles of life,717384598,,Y,,specified,1796,1796-01-01,London,"No. 17 Queen-Street, Cheapside, and No. 4, Aldermary Church-Yard, Bow-Lane; Piccadilly",London,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,,J. Marshall, J. Marshall; R. White; S. Hazard,,Cheap Repository for Religious and Moral Tracts,,,,McGill University Special Collections via HathiTrust,https://catalog.hathitrust.org/Record/100183312
"The history of the two wealthy farmers, or, A new dialogue, between Mr. Bragwell and Mr. Worthy. Part IV.",The history of the two wealthy farmers,31473661,,Y,,specified,1796,1796-01-01,London,"No. 17 Queen-Street, Cheapside, and No. 4, Aldermary Church-Yard; Piccadilly",London,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,Hannah More,J. Marshall, J. Marshall; R. White; S. Hazard,,Cheap Repository for Religious and Moral Tracts,,,,McGill University Special Collections via HathiTrust,https://catalog.hathitrust.org/Record/100183323
"Look at home, or, The accusers accused : being an account of the manner in which our Savior put to silence the Scribes and Pharisees, when they brought to Him the woman taken in adultery.",Look at home,83427238,,Y,,specified,1796,1796-01-01,London,"No. 17 Queen-Street, Cheapside, and No. 4, Aldermary Church-Yard; Piccadilly",London,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,,J. Marshall, J. Marshall; R. White; S. Hazard,,Cheap Repository for Religious and Moral Tracts,,,,McGill University Special Collections via HathiTrust,https://catalog.hathitrust.org/Record/100183319
"The Sincere Christian's Devout Companion, or, How to Live One Day to God",The Sincere Christian's Devout Companion,27702456_CLE_01,,Y,1796,verified,1796,1796-01-01,,,,,,,,,,,,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20062/rec/1
The Famous History of Friar Bacon. Part the Firt [sic]: with the Lives and Deaths of Bungey and Vendermast,The Famous History of Friar Bacon,28103692_CLE_01,,Y,1796,verified,1796,1796-01-01,,,,,,,,,,,,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/9826/rec/2
"The History of Guy, Earl of Warwick","The History of Guy, Earl of Warwick",28103612_CLE_01,,Y,1796,verified,1796,1796-01-01,Derby,,Derby,"Derby, England","City of Derby, England, United Kingdom",52.911693,-1.466971,,,,J. Drewry,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/9854/rec/3
"The History of Guy, Earl of Warwick","The History of Guy, Earl of Warwick",28103315_CLE_01,,Y,1796,verified,1796,1796-01-01,Nottingham,Long-Row,Nottingham,"Long-Row, Nottingham","City of Nottingham, England, United Kingdom",52.962779,-1.177659,,,,,the company of walking stationers,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/9868/rec/4
History of the Plague in London in 1665: with Suitable Reflections,History of the Plague in London in 1665,27863238_CLE_01,,Y,1796,verified,1796,1796-01-01,London; Bath,Bath; No. 17 Queen-street cheapside and No 4 Aldermary Church-Yard; Piccadilly London,London; Bath,"17 Queen-Street, Cheapside, London, England","Queen Street, London, England, United Kingdom",51.513208,-0.092434,,,,S. Hazard; J. Marshall; R . White,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/9123/rec/5
"The Cries of a Wounded Conscience, or, The Sorrowful Sighs of a Trembling Sinner at the Point of Death",The Cries of a Wounded Conscience,27719915_CLE_01,,Y,1796,verified,1796,1796-01-01,,,,,,,,,,,,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/19963/rec/6
The History of Jack and the Giants,The History of Jack and the Giants,PN970 .J6 REEL 18.18,,Y,1789,verified,1789,1789-01-01,,the foot of the Horse-wynd,,"the foot of the Horse-wynd, ",,,,,,,,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15038
The History of the Tales of the Fairies/Newly Done from the French,The History of the Tales of the Fairies,PN970 .J6 REEL 12.26,,Y,1785,verified,1785,1785-01-01,London,No 81 Shoe-lane Fleet-street,London," 81 Shoe-lane Fleet-street, London, England","London, England, United Kingdom",51.509648,-0.099076,,,,T. Sabine,,,,,,New edition,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/13072/rec/1
"Roman Stories, or, The History of the Seven Wise Masters of Rome: Containing Seven Days Entertainment, in Many Pleasant and Witty Tales, or Stories. Wherein the Treachery of Evil Counsellors is Discovered, Innocence Cleared, and the Wisdom of the Seven Wise Philosophers Displayed",Roman Stories,PN970 .J6 REEL 14.02,,Y,1792,verified,1792,1792-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,,"W. Clements, J. Sadler, and J. Eves",,,,,Fiftieth ,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/13824/rec/1
"A Garland of New Songs: The Bay of Biscay, O--All's well--Poor Joe the marine--The mid watch--The sea-boy--The sailor's adieu. Without music.","A Garland of New Songs: The Bay of Biscay, O",PN970 .J6 REEL 19.02,,Y,,circa,1790,1790-01-01,Newcastle,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15362/rec/1
"The True and Affecting History of the Duchess of C***, Who was Confined by Her Husband in a Dismal Dungeon, Under Ground, Where Light Never Entered",The True and Affecting History of the Duchess of C***,PN970 .J6 REEL 29.11,,Y,,circa,1790,1790-01-01,London,Ludgate Street,London,"Ludgate Street, London, England","Ludgate Hill, London, England, United Kingdom",51.513859,-0.101706,,,"Madame de 	Genlis",T. Hughes,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20355/rec/2
A Garland of New Songs: The Bonny Scotch Lad and His Bonnet So Blue--The blackbird--My sailor dear shall guard my pillow--Bundle of truths. Without music.,A Garland of New Songs,PN970 .J6 REEL 19.03,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15373/rec/3
A Garland of New Songs: Muirland Willie--Maggy Lauder--As I walk'd by myself--Sandy o'er the lee. Without music,A Garland of New Songs,PN970 .J6 REEL 19.04,,Y,,circa,1790,1790-01-01,Newcastle,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15379/rec/4
A Garland of New Songs: Nae Luck About the House--Highland Mary--Come under my plaidy--M'Pherson's farewell. Without music.,A Garland of New Songs,PN970 .J6 REEL 19.05,,Y,,circa,1790,1790-01-01,Newcastle,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15385/rec/5
A Garland of New Songs: The Mid-Watch--Faithful Mary--Poor Jack--Ned Mizen--Heaving of the lead. Without music.,A Garland of New Songs,PN970 .J6 REEL 19.06,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15391/rec/6
"A Garland of New Songs: The Fairest of the Fair--Here's a health, &c.--Giles Scroggins' ghost--My only Jo' an' dearie O--The beautiful maid--The royal love letter. Without music.",A Garland of New Songs,PN970 .J6 REEL 19.14,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/16928/rec/7
"A Garland of New Songs: William and Margaret--Mary's Dream--Roy's wife of Aldivalloch--My Nannie, O--Death or liberty. Without music.",A Garland of New Songs,PN970 .J6 REEL 19.07,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15397/rec/8
"A Garland of New Songs: The death of Nelson--Lochaber--The yellow-hair'd laddie--Whistle, and I'll come to you, my lad--The Yorkshire concert. Without music.",A Garland of New Songs,PN970 .J6 REEL 19.17,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/16934/rec/9
A Garland of New Songs: The battle of the Nile--Tom Starboard--The sailor's adieu--Tom Bowling--True courage--The sea boy.,A Garland of New Songs,PN970 .J6 REEL 19.18,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/16940/rec/10
"A Garland of New Songs: God save the King--Rule, Britannia--The jubilee--General Wolfe--The trumpet sounds a victory. Without music.",A Garland of New Songs,PN970 .J6 REEL 19.10,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15406/rec/11
A Garland of New Songs: The Arethusa--Roslin Castle--Answer to Roslin Castle--The exile of Erin--Old Towler. Without music.,A Garland of New Songs,PN970 .J6 REEL 19.20,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/16946/rec/13
A Garland of New Songs: Crockery's lamentation--Death of Abercrombie--The soldier's funeral--The wounded hussar--The banks of the Dee--The blind boy--Poor mad Margery. Without music.,A Garland of New Songs,PN970 .J6 REEL 19.11,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15412/rec/14
A Garland of New Songs: Sweet Willy o' the Green; The Yorkshire Concert; The Yorkshire Irishman; The Woodland Maid,A Garland of New Songs,PN970 .J6 REEL 19.13,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15418/rec/15
A Garland of New Songs: The post captain--The maid of Lodi--The beggar girl--Sally in our alley--The woodland maid.,A Garland of New Songs,PN970 .J6 REEL 28.12,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20118/rec/19
"A Garland of New Songs: Will Watch the bold smuggler--Jockey to the fair--Come, haste to the wedding--The maid of Bedlam--Jenny Nettles.",A Garland of New Songs,PN970 .J6 REEL 19.21,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/19352/rec/20
A Garland of New Songs: Lovely Kitty--Woo'd and married and a'--The battle of Sherra-Muir--If he will take the hint--By the gaily circling glass.,A Garland of New Songs,PN970 .J6 REEL 19.23,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/19354/rec/21
A Garland of New Songs: The wood-pecker--Fair Ellen--Tammy's courtship--Black-ey'd Susan--The bewilder'd maid--The Ayrshire lasses.,A Garland of New Songs,PN970 .J6 REEL 28.09,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20171/rec/23
A Garland of New Songs: Oh! Lady Fair—Steady She Goes—Poor Frantic Mary—Thomas Clutterbuck and Polly Higgonbottom—Plato’s Advice—Dulce Domum,A Garland of New Songs,PN970 .J6 REEL 28.13,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20177/rec/24
A Garland of New Songs: Fairest of the fair--Roger and Nelly--Bundle of wants--The spotless maid.,A Garland of New Songs,PN970 .J6 REEL 28.08,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20212/rec/26
"A Garland of New Songs: The tempest--The old commodore--Poor Joe the marine--Far, far at sea.",A Garland of New Songs,PN970 .J6 REEL 28.11,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/21034/rec/27
A Garland of New Songs: Daft Watty's ramble to Carlisle--I was the boy for bewitching 'em--Mary once had lovers two--The little farthing rush-light--Paddy O'Leary. Without music.,A Garland of New Songs,PN970 .J6 REEL 18.10,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15288/rec/30
"A Garland of New Songs: Tweed side--My Nanie, O--Highland laddie--Up in the morning early--Flowers of the forest. Without music.",A Garland of New Songs,PN970 .J6 REEL 18.13,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/15300/rec/31
A Garland of New Songs: The storm/by Mrs. Robinson--A free mason's song--My eye and Betty Martin. Without music.,A Garland of New Songs,PN970 .J6 REEL 18.15,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/14961/rec/32
A Garland of New Songs: Allen A-Dale--Paddy Carey--Ma chere amie--William Tell--Oh the moment was sad--The cottage on the moor. Without music.,A Garland of New Songs,PN970 .J6 REEL 18.14,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/14967/rec/33
A Garland of New Songs: Bess the gawkie--Blythe was she--Yorkshireman in London--Pray Goody.,A Garland of New Songs,PN970 .J6 REEL 15.10,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/8060/rec/35
A Garland of New Songs: William and Margaret--Death or liberty--Roy's wife of Aldivalloch--The jubilee. Without music.,A Garland of New Songs,PN970 .J6 REEL 18.12,,Y,,circa,1790,1790-01-01,Newcastle upon Tyne,"Old Flesh-Market, Newcastle",Newcastle upon Tyne,"Old Flesh-Market, Newcastle upon Tyne, England","Cloth Market, Newcastle upon Tyne, England, United Kingdom",54.970883,-1.612403,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/14973/rec/36
"The History of Mary Ann Edwards, or, The Capricious Beauty",,PN970 .J6 REEL 29.03,,Y,,circa,1790,1790-01-01,,,,,,,,,,,A. Hambleton,,A. Hambleton,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20393/rec/12
"The History of Mr. Fantom, the New-fashioned Philosopher and Reformist, and His Man William",,PN970 .J6 REEL 29.29,,Y,,circa,1790,1790-01-01,London; Bath; Bristol,"Long Lane, Smithfield; Piccadilly, London; Bath; Brisotl",London,"Long Lane, Smithfield, London, England","Long Lane, London, England, United Kingdom",51.519526,-0.099255,,Entered at Stationers’ Hall,,,J. Evans and Son; J. Hatchard; J. Binns; W. Bulging,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20417/rec/16
"The History and Prophecies of Mother Shipton, of Knaresbrough",,PN970 .J6 REEL 27.14,,Y,,circa,1790,1790-01-01,London,,London,"London, England","London, England, United Kingdom",51.509648,-0.099076,,,,J. Spencer,,J. Spencer,,,,Second,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20048/rec/17
"The Carpenter, or, The Danger of Evil Company; The Sorrows of Yamba, or, The Negro Woman's Lamentations",,PN970 .J6 REEL 30.27,,Y,,circa,1790,1790-01-01,London; Bath,"No. 41 and 42 Long-lane, West-smithfield; 190, Piccadilly, London; Bath ",London,"41 Long-lane, West-smithfield, London, England","Long Lane, London, England, United Kingdom",51.519526,-0.099255,,Entered at Stationers’ Hall,,,J. Evans & Son; J. Hatchard; J. Binns ,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/21225/rec/18
"The Pleasant Art of Money-catching; and the Way to Thrive, by Turning a Penny to Advantage; with a New Method of Regulating Daily Expences",,PN970 .J6 REEL 7.01,,Y,,circa,1790,1790-01-01,,Gateshead,,"Gateshead, England","Gateshead, England, United Kingdom",54.93807,-1.697135,,,,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/11348/rec/25
Turn the Carpet; A New Christmas Hymn; The Noble Army of Martyrs; The Plow-boy's Dream,,PN970 .J6 REEL 29.26,,Y,,circa,1790,1790-01-01,London; Bath,"No. 41 and 42, Long-Lane, West-Smithfield; No. 173, Piccadilly, London; Bath",London,"41 Long-lane, West-smithfield, London, England","Long Lane, London, England, United Kingdom",51.519526,-0.099255,,Entered at Stationers Hall,,,J. Evans and Co.; J. Hatchard; S. Hazard,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20267/rec/28
Turn the Carpet; A New Christmas Hymn; The Noble Army of Martyrs; The Plow-boy's Dream,,PN970 .J6 REEL 29.25,,Y,,circa,1790,1790-01-01,London; Bath,"No. 41 and 42, Long-lane, West-smithfield; No. 190, Piccadilly, London; Bath",London,"41 Long-lane, West-smithfield, London, England","Long Lane, London, England, United Kingdom",51.519526,-0.099255,,Entered at Stationers Hall,,,J. Evans & Son; J. Hatchard; J. Binns,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/20277/rec/29
"An Account of the Conversion and Death of Poor Joseph: to Which is Added, The Dying Christian's Address to His Soul",,PN970 .J6 REEL 28.14,,Y,,circa,1790,1790-01-01,Newcastle,,Newcastle upon Tyne,"Newcastle upon Tyne, England","Newcastle upon Tyne, England, United Kingdom",55.009551,-1.668049,,,Alex Pope,J. Marshall,,,,,,,Cleveland Public Library,https://cplorg.contentdm.oclc.org/digital/collection/p4014coll9/id/21107/rec/34
"Last and great sermon, of the Rev Dr William Dodd ",,104184525,Religion & morality,Y,1777,verified,1777,1777-01-01,,Niddery’s-wynd ,Edinburgh,"Niddery’s-wynd , Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,William Dodd,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184525
"Information of perjury depending before the Lords of the Justiciary Court, &c. ",,104187006,Religion & morality,Y,"M,DCC,LXXVII",verified,1777,1777-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,David Dickson,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187006
Faith's plea upon God's covenant ,,104185286,Religion & morality,Y,MDCCLXXVII,verified,1777,1777-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,"Erskine, Ralph, 1685-1752",J. & J. Robertson,,,,,,Eleventh,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185286
"Glimpse of glory, or, a Gospel discovery of Emmanuel's land ",,104185292,Religion & morality,Y,MDCCLXXVII,verified,1777,1777-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,"Fisher, James, 1697-1775",J. & J. Robertson,J. & J. Robertson,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185292
Strange and wonderful predictions of Mr. Christopher Love ,,104185296,Treason,Y,MDCCLXXVII,verified,1777,1777-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & J. Robertson,J. & J. Robertson,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185296
"Merry piper, or, The popish fryar & boy ",,104184556,Wit and humor,Y,1778,verified,1778,1778-01-01,Edinburgh,Niddery’s-wynd ,Edinburgh,"Niddery’s-wynd , Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184556
"Life and character, of the late Reverend and learned Mr Thomas Boston ",,104184502,Religion & morality,Y,1778,verified,1778,1778-01-01,Edinburgh,Printing house in the West-bow,Edinburgh,"West-bow, Edinburgh, Scotland","West Bow, Edinburgh, Scotland, United Kingdom",55.94822,-3.194531,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184502
